date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:27	11066/11066	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/dripicons/dripicons.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/dripicons/dripiconsfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:28	21769/21769	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Jul%202019%2021:19:00%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/elegant-icons/style.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/elegant-icons/style.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:29	51215/51215	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Jul%202019%2021:19:00%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/font-awesome/css/fontawesome-all.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/font-awesome/css/fontawesome-all.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:29	51284/51284	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Jul%202019%2021:19:00%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/ion-icons/css/ionicons.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/ion-icons/css/ionicons.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:30	77196/77196	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linea-icons/style.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linea-icons/stylefc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:30	8511/8511	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linear-icons/style.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linear-icons/stylefc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:30	12527/12527	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/simple-line-icons/simple-line-icons.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/simple-line-icons/simple-line-iconsfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:31	11256/11256	---MCZ	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2010:16:14%20GMT	https://chapterone.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://chapterone.qodeinteractive.com/)
18:24:31	4186/4186	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2012:40:11%20GMT	https://chapterone.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:31	117817/117817	---MCZ	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2010:16:21%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:31	15137/15137	---MCZ	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2010:16:21%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce-responsive.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce-responsive.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:32	1430/1430	---MCZ	200	added ('OK')	text/css	date:Mon,%2003%20Feb%202020%2010:56:22%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic.css?ver=1580727382	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic324e.css	(from https://chapterone.qodeinteractive.com/)
18:24:32	41632/41632	---MCZ	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2010:16:21%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/modules-responsive.min.css?ver=6.0.6	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/modules-responsive.minfc7a.css	(from https://chapterone.qodeinteractive.com/)
18:24:32	230/230	---MCZ	200	added ('OK')	text/css	date:Mon,%2003%20Feb%202020%2010:56:22%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic_responsive.css?ver=1580727382	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic_responsive324e.css	(from https://chapterone.qodeinteractive.com/)
18:24:33	462565/462565	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:44:53%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.minf7be.css	(from https://chapterone.qodeinteractive.com/)
18:24:33	89521/89521	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2020%20Dec%202021%2010:16:14%20GMT	https://chapterone.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://chapterone.qodeinteractive.com/)
18:24:33	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2020%20Dec%202021%2010:16:14%20GMT	https://chapterone.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://chapterone.qodeinteractive.com/)
18:24:35	165339/165339	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:40:55%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.5	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min0660.js	(from https://chapterone.qodeinteractive.com/)
18:24:35	407331/407331	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:40:55%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.5	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min0660.js	(from https://chapterone.qodeinteractive.com/)
18:24:35	9509/9509	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2010:40:49%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.0.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mindc32.js	(from https://chapterone.qodeinteractive.com/)
18:24:35	3037/3037	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2010:40:49%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.0.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min823d.js	(from https://chapterone.qodeinteractive.com/)
18:24:35	50605/50605	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2010:40:28%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=4.3.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.minb2f9.js	(from https://chapterone.qodeinteractive.com/)
18:24:37	70851/70851	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2010:40:28%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=4.3.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.minb2f9.js	(from https://chapterone.qodeinteractive.com/)
18:24:37	992/992	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:44:53%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.10.0	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cartf7be.js	(from https://chapterone.qodeinteractive.com/)
18:24:39	189252/189252	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Nov%202023%2011:24:47%20GMT	https://chapterone.qodeinteractive.com/wp-json/wp/v2/pages/313	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-json/wp/v2/pages/313.json	(from https://chapterone.qodeinteractive.com/)
18:24:39	1033916/1033916	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Nov%202023%2011:24:47%20GMT	https://chapterone.qodeinteractive.com/wp-json/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-json/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:40	96471/96471	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2011:24:48%20GMT	https://chapterone.qodeinteractive.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/xmlrpc.240db0.delayed	(from https://chapterone.qodeinteractive.com/)
18:24:41	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://chapterone.qodeinteractive.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-includes/wlwmanifest.xml	(from https://chapterone.qodeinteractive.com/)
18:24:42	2370/2370	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Nov%202023%2011:24:50%20GMT	https://chapterone.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fchapterone.qodeinteractive.com%2F	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-json/oembed/1.0/embed334f.json	(from https://chapterone.qodeinteractive.com/)
18:24:43	2424/2424	---MCZ	200	added ('OK')	text/xml	date:Fri,%2010%20Nov%202023%2011:24:51%20GMT	https://chapterone.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fchapterone.qodeinteractive.com%2F&format=xml	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-json/oembed/1.0/embed3b8c	(from https://chapterone.qodeinteractive.com/)
18:24:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Nov%202023%2011:24:52%20GMT	http://chapterone.qodeinteractive.com/?wordfence_lh=1&hid=035E63D5F98984513D9517E09442B5B4	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/index4e82.html	(from https://chapterone.qodeinteractive.com/)
18:24:44	984/984	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2014:51:53%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/09/cropped-favicon-512-32x32.png	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/09/cropped-favicon-512-32x32.png	(from https://chapterone.qodeinteractive.com/)
18:24:44	11220/11220	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2014:51:53%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/09/cropped-favicon-512-192x192.png	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/09/cropped-favicon-512-192x192.png	(from https://chapterone.qodeinteractive.com/)
18:24:44	20750/20750	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2014:51:53%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/09/cropped-favicon-512-180x180.png	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/09/cropped-favicon-512-180x180.png	(from https://chapterone.qodeinteractive.com/)
18:24:45	6979/6979	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2009:02:44%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/08/logo.png	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/08/logo.png	(from https://chapterone.qodeinteractive.com/)
18:24:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Nov%202023%2011:24:53%20GMT	http://chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://chapterone.qodeinteractive.com/)
18:24:46	68/68	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2012:40:55%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://chapterone.qodeinteractive.com/)
18:24:47	301600/301600	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:55%20GMT	https://chapterone.qodeinteractive.com/bestselling-author/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/bestselling-author/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:47	232660/232660	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:55%20GMT	https://chapterone.qodeinteractive.com/audiobook-home/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/audiobook-home/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:48	128190/128190	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:39%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-1-800x1104.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-1-800x1104.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:49	261793/261793	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:55%20GMT	https://chapterone.qodeinteractive.com/childrens-books/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/childrens-books/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:49	243731/243731	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:55%20GMT	https://chapterone.qodeinteractive.com/left-menu-home/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/left-menu-home/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:51	198935/198935	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:27%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-2-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-2-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:51	128280/128280	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:58%20GMT	https://chapterone.qodeinteractive.com/landing/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/landing/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:51	158205/158205	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:59%20GMT	https://chapterone.qodeinteractive.com/about-me/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/about-me/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:51	186489/186489	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:24:57%20GMT	https://chapterone.qodeinteractive.com/grid-home/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/grid-home/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:52	188537/188537	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:27%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-3-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-3-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:53	153611/153611	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:25%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-7-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-7-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:53	114514/114514	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:01%20GMT	https://chapterone.qodeinteractive.com/our-premises/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/our-premises/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:53	151530/151530	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:00%20GMT	https://chapterone.qodeinteractive.com/about-us/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/about-us/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:53	161087/161087	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:01%20GMT	https://chapterone.qodeinteractive.com/our-events/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/our-events/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:55	147361/147361	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:24%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-8-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-8-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:55	101300/101300	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:03%20GMT	https://chapterone.qodeinteractive.com/coming-soon/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/coming-soon/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:55	121717/121717	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:03%20GMT	https://chapterone.qodeinteractive.com/contact-us/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/contact-us/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:55	125187/125187	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:03%20GMT	https://chapterone.qodeinteractive.com/order-page/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/order-page/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:56	110801/110801	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:24%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-9-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-9-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:56	163127/163127	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:26%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-4-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-4-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:57	92633/92633	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202019%2014:24:25%20GMT	https://chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-5-800x1105.jpg	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/wp-content/uploads/2019/07/product-5-800x1105.jpg	(from https://chapterone.qodeinteractive.com/)
18:24:57	109122/109122	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:04%20GMT	https://chapterone.qodeinteractive.com/pricing-options/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/pricing-options/index.html	(from https://chapterone.qodeinteractive.com/)
18:24:57	113603/113603	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2011:25:05%20GMT	https://chapterone.qodeinteractive.com/faq-page/	C:/My%20Web%20Sites/duan/chapterone.qodeinteractive.com/faq-page/index.html	(from https://chapterone.qodeinteractive.com/)
